Name,Grade,Stars,Type,Logs,Unnamed: 7,Crag
"Humanoid Area  Rockfax DescriptionAn area with lots of vertical lines on some good rock, and a number of real tests of finger stamina. It is often empty when the lines to the left are crowded. Approach - Following a huge landslip in 2014 the old Battleship Edge approach is no longer possible. Instead the southern approach above the Veranda Cliff must be used. Drive through Weston to a small roundabout and turn right into Reap Lane. Park near the second traffic calming installation. Follow a wide track behind houses and go right at the crossroads. Follow the track past farm buildings to the cliff top path. At the cliff edge slightly to the left is a grassy gully. Descend this with care to a grassy terrace above the Veranda Cliff. Follow this north (right looking out) towards the distinctive and massive Battleship Block. Continue under the Back Cliff and follow a path up to the edge.","Humanoid Area  Rockfax DescriptionAn area with lots of vertical lines on some good rock, and a number of real tests of finger stamina. It is often empty when the lines to the left are crowded. Approach - Following a huge landslip in 2014 the old Battleship Edge approach is no longer possible. Instead the southern approach above the Veranda Cliff must be used. Drive through Weston to a small roundabout and turn right into Reap Lane. Park near the second traffic calming installation. Follow a wide track behind houses and go right at the crossroads. Follow the track past farm buildings to the cliff top path. At the cliff edge slightly to the left is a grassy gully. Descend this with care to a grassy terrace above the Veranda Cliff. Follow this north (right looking out) towards the distinctive and massive Battleship Block. Continue under the Back Cliff and follow a path up to the edge.","Humanoid Area  Rockfax DescriptionAn area with lots of vertical lines on some good rock, and a number of real tests of finger stamina. It is often empty when the lines to the left are crowded. Approach - Following a huge landslip in 2014 the old Battleship Edge approach is no longer possible. Instead the southern approach above the Veranda Cliff must be used. Drive through Weston to a small roundabout and turn right into Reap Lane. Park near the second traffic calming installation. Follow a wide track behind houses and go right at the crossroads. Follow the track past farm buildings to the cliff top path. At the cliff edge slightly to the left is a grassy gully. Descend this with care to a grassy terrace above the Veranda Cliff. Follow this north (right looking out) towards the distinctive and massive Battleship Block. Continue under the Back Cliff and follow a path up to the edge.","Humanoid Area  Rockfax DescriptionAn area with lots of vertical lines on some good rock, and a number of real tests of finger stamina. It is often empty when the lines to the left are crowded. Approach - Following a huge landslip in 2014 the old Battleship Edge approach is no longer possible. Instead the southern approach above the Veranda Cliff must be used. Drive through Weston to a small roundabout and turn right into Reap Lane. Park near the second traffic calming installation. Follow a wide track behind houses and go right at the crossroads. Follow the track past farm buildings to the cliff top path. At the cliff edge slightly to the left is a grassy gully. Descend this with care to a grassy terrace above the Veranda Cliff. Follow this north (right looking out) towards the distinctive and massive Battleship Block. Continue under the Back Cliff and follow a path up to the edge.","Humanoid Area  Rockfax DescriptionAn area with lots of vertical lines on some good rock, and a number of real tests of finger stamina. It is often empty when the lines to the left are crowded. Approach - Following a huge landslip in 2014 the old Battleship Edge approach is no longer possible. Instead the southern approach above the Veranda Cliff must be used. Drive through Weston to a small roundabout and turn right into Reap Lane. Park near the second traffic calming installation. Follow a wide track behind houses and go right at the crossroads. Follow the track past farm buildings to the cliff top path. At the cliff edge slightly to the left is a grassy gully. Descend this with care to a grassy terrace above the Veranda Cliff. Follow this north (right looking out) towards the distinctive and massive Battleship Block. Continue under the Back Cliff and follow a path up to the edge.","Humanoid Area  Rockfax DescriptionAn area with lots of vertical lines on some good rock, and a number of real tests of finger stamina. It is often empty when the lines to the left are crowded. Approach - Following a huge landslip in 2014 the old Battleship Edge approach is no longer possible. Instead the southern approach above the Veranda Cliff must be used. Drive through Weston to a small roundabout and turn right into Reap Lane. Park near the second traffic calming installation. Follow a wide track behind houses and go right at the crossroads. Follow the track past farm buildings to the cliff top path. At the cliff edge slightly to the left is a grassy gully. Descend this with care to a grassy terrace above the Veranda Cliff. Follow this north (right looking out) towards the distinctive and massive Battleship Block. Continue under the Back Cliff and follow a path up to the edge.",Battleship Edge
Blood Simple,7a,1,G,12,R,Battleship Edge
Eighth Wonder,5c,1,G,29,,Battleship Edge
The Barton Fink,7b,-,G,4,R,Battleship Edge
Hipnition,7a,1,G,16,R,Battleship Edge
Master of Ape Science,7a+,1,G,20,R,Battleship Edge
A Taste of Honey,7a+,1,G,6,R,Battleship Edge
Dripping with Blood,6c+,-,G,23,R,Battleship Edge
Skateboard to Oblivion,5c,1,G,55,,Battleship Edge
Maud in Memoria,6c,1,G,28,R,Battleship Edge
On the Wall,7a+,2,G,41,R,Battleship Edge
Trance Dance,7a,1,G,48,R,Battleship Edge
Art For Art's Sake,7a+,1,G,10,R,Battleship Edge
Judge Jeffreys,6c,3,G,252,R,Battleship Edge
Humanoid,7a+,2,G,68,R,Battleship Edge
One for the Gipper,6b,1,G,217,R,Battleship Edge
President Elect,6b+,1,G,58,R,Battleship Edge
Chappaquiddick,6b,1,G,126,R,Battleship Edge
Coastguard Ron,7a,-,G,43,R,Battleship Edge
April Skies,4c,-,G,124,R,Battleship Edge
It's All Good,4b,-,G,18,,Battleship Edge
Persistence is Futile,6b,-,G,6,,Battleship Edge
Pyramid,6b,-,G,51,R,Battleship Edge
Misty Monday,3b,-,G,17,,Battleship Edge
Guerrillas in the Myst,4c,-,G,13,,Battleship Edge
Middle Cliff,Middle Cliff,Middle Cliff,Middle Cliff,Middle Cliff,Middle Cliff,Battleship Edge
Serendipity,4a,-,G,101,R,Battleship Edge
Mr Dudley Meets Ting Tong Macadangdang,6a,-,G,105,R,Battleship Edge
"Flickhead Goes Boing, Boing",7a,1,G,32,R,Battleship Edge
Cruel Mistress,6c+,1,G,11,R,Battleship Edge
Hats off to the Insane,6b+,1,G,55,R,Battleship Edge
Trashcan Man,6b,1,G,90,R,Battleship Edge
Dirty Filthy Rich,6a,1,G,121,R,Battleship Edge
Setting the Date,6b+,1,G,52,R,Battleship Edge
Sealed with a Kiss,6a,1,G,75,R,Battleship Edge
Champagne Supernova,6a,1,G,118,R,Battleship Edge
Dishing the Dirt,6a,1,G,59,R,Battleship Edge
Andy Wallhole,6a,1,G,106,R,Battleship Edge
The Scroobious Pip,6b,-,G,4,,Battleship Edge
Solar Deprivation,6a,-,G,4,,Battleship Edge
"Golden Pants Wall  Rockfax DescriptionThis outlying area is a short, smooth, non-tidal wall of good rock which faces southeast. The routes are pretty fierce and fingery. Approach - Walk along the coast path for 15 minutes, above Godnor, until a dome-shaped spoil heap is reached above a promontory. The Golden Pants wall is a further 200m along the coast path situated above a boulder beach.","Golden Pants Wall  Rockfax DescriptionThis outlying area is a short, smooth, non-tidal wall of good rock which faces southeast. The routes are pretty fierce and fingery. Approach - Walk along the coast path for 15 minutes, above Godnor, until a dome-shaped spoil heap is reached above a promontory. The Golden Pants wall is a further 200m along the coast path situated above a boulder beach.","Golden Pants Wall  Rockfax DescriptionThis outlying area is a short, smooth, non-tidal wall of good rock which faces southeast. The routes are pretty fierce and fingery. Approach - Walk along the coast path for 15 minutes, above Godnor, until a dome-shaped spoil heap is reached above a promontory. The Golden Pants wall is a further 200m along the coast path situated above a boulder beach.","Golden Pants Wall  Rockfax DescriptionThis outlying area is a short, smooth, non-tidal wall of good rock which faces southeast. The routes are pretty fierce and fingery. Approach - Walk along the coast path for 15 minutes, above Godnor, until a dome-shaped spoil heap is reached above a promontory. The Golden Pants wall is a further 200m along the coast path situated above a boulder beach.","Golden Pants Wall  Rockfax DescriptionThis outlying area is a short, smooth, non-tidal wall of good rock which faces southeast. The routes are pretty fierce and fingery. Approach - Walk along the coast path for 15 minutes, above Godnor, until a dome-shaped spoil heap is reached above a promontory. The Golden Pants wall is a further 200m along the coast path situated above a boulder beach.","Golden Pants Wall  Rockfax DescriptionThis outlying area is a short, smooth, non-tidal wall of good rock which faces southeast. The routes are pretty fierce and fingery. Approach - Walk along the coast path for 15 minutes, above Godnor, until a dome-shaped spoil heap is reached above a promontory. The Golden Pants wall is a further 200m along the coast path situated above a boulder beach.",Beeston Cliff
